created_at,full_text,tweet_url,text_clean
Sun Oct 01 13:55:36 +0000 2023,3 web kursus online gratis untuk persiapan kerja + dapat sertifikat: 1. futurelearn. com untuk kursus IELTS 2. advernesia. com untuk belajat EXCEL 3. learningdigital. withgoogle. com untuk kursus digital marketing fokus upgrade porto biar enak cari kerja!,https://x.com/undefined/status/1708480788931748264, web kursus online gratis untuk persiapan kerja  dapat sertifikat  futurelearn com untuk kursus IELTS  advernesia com untuk belajat EXCEL  learningdigital withgoogle com untuk kursus digital marketing fokus upgrade porto biar enak cari kerja
Wed May 25 11:23:49 +0000 2022, Siapa yang pengen produktif tapi bingung mau ngapain ???? Coba aja ikutan kursus atau kelas online untuk menambah skill kamu. Nih aku kasih daftar akun penyelenggaranya :) [A THREAD] https://t.co/OqCCLWxGgs,https://x.com/undefined/status/1529422983470907393, Siapa yang pengen produktif tapi bingung mau ngapain  Coba aja ikutan kursus atau kelas online untuk menambah skill kamu Nih aku kasih daftar akun penyelenggaranya  A THREAD 
Mon Oct 18 10:00:25 +0000 2021,𝐑𝐚𝐜𝐮𝐧 𝐁𝐮𝐤𝐮 𝐮𝐧𝐭𝐮𝐤 𝐏𝐞𝐫𝐬𝐢𝐚𝐩𝐚𝐧 𝐔𝐓𝐁𝐊-𝐦𝐮 𝐀 𝐓𝐇𝐑𝐄𝐀𝐃 https://t.co/sStvFHUjkv,https://x.com/undefined/status/1450039053089329153,       
Tue May 11 00:31:56 +0000 2021,Asli berasa kek kuliah di website ini bener-bener diajarin mulai dari 0 recommended abis! https://t.co/vq2ZhTNlS3,https://x.com/undefined/status/1391913933506703364,Asli berasa kek kuliah di website ini benerbener diajarin mulai dari  recommended abis 
Tue Jun 07 03:16:21 +0000 2022,เฮ้ยอันนี้เจ๋ง มหาวิทยาลัยมหิดลเปิดคอร์สเรียนออนไลน์ มีหลายสาขาวิชามากตั้งแต่ ฝึกพูด อ่าน เขียน ภาษาอังกฤษ ไปจนพยาบาลศาสตร์ จิตวิทยา การบริหาร บัญชี เอาง่ายๆมีแทบหมด แถมถ้าเรียนจบคอร์สมีใบ Certificate ให้ด้วย และย้ำ!! มันฟรี!! ไปเลย ไปตำ Link: https://t.co/zbtXKNwH7f https://t.co/bxh4Zcq488,https://x.com/undefined/status/1534011353597218816,             Certificate      Link  
Mon Oct 09 04:50:52 +0000 2023,Buat yang nyari Pelatihan kursus online berserifikat dan gratis nih listnya: - Coursera - Class central - QuBisa - Alison - Google Digital Garage - Udemy - Digital Talant Schoolarship kominfo - Grow with Google Indonesia Kalo LPK offline gratis dan berserifikat - BLK,https://x.com/undefined/status/1711242802758390123,Buat yang nyari Pelatihan kursus online berserifikat dan gratis nih listnya  Coursera  Class central  QuBisa  Alison  Google Digital Garage  Udemy  Digital Talant Schoolarship kominfo  Grow with Google Indonesia Kalo LPK offline gratis dan berserifikat  BLK
Sat Dec 23 03:01:57 +0000 2023,4 online course gratis buat upgrade skills bersertifikat alison digitalent kominfo edx google garage 4 aplikasi buat jual foto terpercaya iStock shutterstock EyeEm adobe stock web buat jual catatan waktu sekolah/kuliah studypool,https://x.com/undefined/status/1738394486169030862, online course gratis buat upgrade skills bersertifikat alison digitalent kominfo edx google garage  aplikasi buat jual foto terpercaya iStock shutterstock EyeEm adobe stock web buat jual catatan waktu sekolahkuliah studypool
Sun Oct 08 07:32:27 +0000 2023,bootcamp bersertifikat gratis dari pemerintah: studi independen digitalent. kominfo. go. id pelatihan kemenaker chanel untuk belajar cpns: yt privat al-faiz yt viracun yt buku cpns web kitalulus info magang virtual terbaik: rakamin academy,https://x.com/undefined/status/1710921079898907055,bootcamp bersertifikat gratis dari pemerintah studi independen digitalent kominfo go id pelatihan kemenaker chanel untuk belajar cpns yt privat alfaiz yt viracun yt buku cpns web kitalulus info magang virtual terbaik rakamin academy
Mon Sep 20 09:31:23 +0000 2021,Menurutku sistem belajar online kini jauh lebih strategis dibandingkan belajar offline. Dalam thread ini aku ingin berbagi tips praktis untuk memahami materi kuliah/webinar online. A (based on experience) thread. https://t.co/g3IDOz5OzJ,https://x.com/undefined/status/1439884888606318592,Menurutku sistem belajar online kini jauh lebih strategis dibandingkan belajar offline Dalam thread ini aku ingin berbagi tips praktis untuk memahami materi kuliahwebinar online A based on experience thread 
Sun Jul 18 08:43:38 +0000 2021,Pembelajaran Jarak Jauh (PJJ) bagi sebagian orang lebih sulit dibandingkan dengan belajar bertatap muka secara langsung terutama dalam memahami materi. Disini Aku mau nyoba share beberapa tips yg aku pake selama kuliah online agar lebih mudah memahami materi. - a thread - https://t.co/KGohrQTghx,https://x.com/undefined/status/1416680047465832452,Pembelajaran Jarak Jauh PJJ bagi sebagian orang lebih sulit dibandingkan dengan belajar bertatap muka secara langsung terutama dalam memahami materi Disini Aku mau nyoba share beberapa tips yg aku pake selama kuliah online agar lebih mudah memahami materi  a thread  
Wed Feb 03 01:49:26 +0000 2021,‼️ Paket belajar Pejuang 2021 ‼️ { Catatan TPS Zenius lengkap TKA SOSHUM Zenius E-book(kedinasan ujian Mandiri dan UTBK) &amp; Modul²} By: @scftsmiley__ https://t.co/aFSib68mvq,https://x.com/undefined/status/1356781813646065664, Paket belajar Pejuang    Catatan TPS Zenius lengkap TKA SOSHUM Zenius Ebookkedinasan ujian Mandiri dan UTBK amp Modul By  
Sat Aug 07 11:42:08 +0000 2021,Website yang berguna untuk membantu kelas online ,https://x.com/undefined/status/1423972723978506241,Website yang berguna untuk membantu kelas online 
Sun Oct 03 13:38:06 +0000 2021,Ini kalo offline pasti bakal memorable banget pembubaran 4 jurusan. Pasti pecah banget 4 warna ngerayain bareng. Sedih nontonnya terpikir banyak momen yang hilang gara-gara pjj. Kampus juga kayaknya ga bakal serame ini lagi eventnya karena elkam dan mahasiswa ga sebanyak dulu https://t.co/PqnQj0WayA,https://x.com/undefined/status/1444658018243596301,Ini kalo offline pasti bakal memorable banget pembubaran  jurusan Pasti pecah banget  warna ngerayain bareng Sedih nontonnya terpikir banyak momen yang hilang garagara pjj Kampus juga kayaknya ga bakal serame ini lagi eventnya karena elkam dan mahasiswa ga sebanyak dulu 
Sun Sep 12 15:10:52 +0000 2021,kuliah offline cuma sampe semester 3 terus lanjut kuliah online sampe semester 7 sekarang tau tau sempro dan sidang skripsi offline. indahnya angkatan 2018 wkwkwkwk,https://x.com/undefined/status/1437071217958080517,kuliah offline cuma sampe semester  terus lanjut kuliah online sampe semester  sekarang tau tau sempro dan sidang skripsi offline indahnya angkatan  wkwkwkwk
Thu Mar 04 10:59:20 +0000 2021,buka web online course universitas ternama ini kalo kalian lagi nyari ilmu tambahan atau gabut. free to affordable prices - a thread,https://x.com/undefined/status/1367429447993892867,buka web online course universitas ternama ini kalo kalian lagi nyari ilmu tambahan atau gabut free to affordable prices  a thread
Tue Nov 09 11:34:22 +0000 2021,Sering ngerasa online class kurang efektif? Kalo iya ini thread yang cocok buat lo baca. https://t.co/SxNDqhO3Qb,https://x.com/undefined/status/1458035229365452800,Sering ngerasa online class kurang efektif Kalo iya ini thread yang cocok buat lo baca 
Thu Oct 13 04:59:08 +0000 2022,PBK sekarang bisa daring! Tutorial pemindahbukuan secara daring. - Sebuah Utas - https://t.co/XSPD3Hgjku,https://x.com/undefined/status/1580422865253326849,PBK sekarang bisa daring Tutorial pemindahbukuan secara daring  Sebuah Utas  
Wed Jun 30 14:52:27 +0000 2021,setelah setahun lebih kuliah online jadi inget 2019 kaya ternyata seru ya kuliah offline meskipun tugas tetep banyak tp enjoy aja gt ngerjainnya karena bareng temen2 lain. abis kelas lgsg mampir kosan temen buat nugas makan atau numpang tidur..,https://x.com/undefined/status/1410249879796944898,setelah setahun lebih kuliah online jadi inget  kaya ternyata seru ya kuliah offline meskipun tugas tetep banyak tp enjoy aja gt ngerjainnya karena bareng temen lain abis kelas lgsg mampir kosan temen buat nugas makan atau numpang tidur
Tue Jul 13 08:56:54 +0000 2021,KKN online nih akal-akalan siapa sih? #TerminalMojok https://t.co/qg3GyL208H,https://x.com/undefined/status/1414871444446584832,KKN online nih akalakalan siapa sih TerminalMojok 
Mon Jan 11 05:59:52 +0000 2021, KELAS ONLINE GRATIS PERSIAPAN UTBK 2021! Pahami materi UTBK dengan lebih seru bareng Rockstar Teacher Pahamify di Kelas Online UTBK GRATIS! 11-15 Januari 2021 ⏰ 16.00 &amp; 19.00 WIB Catet jadwalnya di bawah ini! LIVE dan GRATIS di aplikasi Pahamify! #PahamnyaLIVE https://t.co/tl1KXfhNOo,https://x.com/undefined/status/1348509913304100865, KELAS ONLINE GRATIS PERSIAPAN UTBK  Pahami materi UTBK dengan lebih seru bareng Rockstar Teacher Pahamify di Kelas Online UTBK GRATIS  Januari    amp  WIB Catet jadwalnya di bawah ini LIVE dan GRATIS di aplikasi Pahamify PahamnyaLIVE 
Wed Jul 28 13:25:05 +0000 2021,Free Live Class Butet Mengajar Bahas Soal Asli PK UTBK 2021 Sabtu 31 Juli 2021 Pukul 19.30 WIB Pendaftaran: https://t.co/SubvnA8FHt https://t.co/niGglShmij,https://x.com/undefined/status/1420374754964295686,Free Live Class Butet Mengajar Bahas Soal Asli PK UTBK  Sabtu  Juli  Pukul  WIB Pendaftaran  
Wed May 19 09:17:22 +0000 2021,lebih suka kuliah offline tugas banyak daripada kuliah online tapi tugas banyak kuliah online tugas numpuk tuh rasanya segunung dipikul sendirian hampa dan nggak ketemu siapa-siapa. akhirnya yang roboh malah mental dan psikis mahasiswa. udahlah intinyaa capek!,https://x.com/undefined/status/1394945263458930689,lebih suka kuliah offline tugas banyak daripada kuliah online tapi tugas banyak kuliah online tugas numpuk tuh rasanya segunung dipikul sendirian hampa dan nggak ketemu siapasiapa akhirnya yang roboh malah mental dan psikis mahasiswa udahlah intinyaa capek
Sat Jan 08 09:31:22 +0000 2022,Bocoran jodoh PTN 2022 dengan huruf awal nama kamu A P C T W S L Y U &gt;&gt; UI B G U E D I Q O V &gt;&gt; ITB R YO Z H K D M F &gt;&gt; UGM F J V M S L T Z C &gt;&gt; UNIBRAW X N O W Y U H I &gt;&gt; UNAIR,https://x.com/undefined/status/1479747550114562051,Bocoran jodoh PTN  dengan huruf awal nama kamu A P C T W S L Y U gtgt UI B G U E D I Q O V gtgt ITB R YO Z H K D M F gtgt UGM F J V M S L T Z C gtgt UNIBRAW X N O W Y U H I gtgt UNAIR
Sat Aug 21 01:55:35 +0000 2021,Semangat belajar enggak kenal usia kan ya? Saya pingin nglanjutin kuliah lagi S2 Psikologi. Kondisi gini lagi nyari-nyari yang semua proses pembelajaran dari awal sampe akhir bisa online. Tapi keliatannya belum ada kampus yang seperti itu ya?,https://x.com/undefined/status/1428898546082729986,Semangat belajar enggak kenal usia kan ya Saya pingin nglanjutin kuliah lagi S Psikologi Kondisi gini lagi nyarinyari yang semua proses pembelajaran dari awal sampe akhir bisa online Tapi keliatannya belum ada kampus yang seperti itu ya
Mon Jul 05 13:01:45 +0000 2021,1. Sebisa mungkin jangan cuma ngandelin materi kuliah Udah kuliahnya skrg online bs jd ga 100% masuk kayak offline. Apalagi hal2 seperti praktikum diskusi langsung dsb. Usahain cari alternatif lain buat belajar dan tambah skill baru. Perlu jd adaptif ga trbatas sm jurusan,https://x.com/undefined/status/1412033961673428996, Sebisa mungkin jangan cuma ngandelin materi kuliah Udah kuliahnya skrg online bs jd ga  masuk kayak offline Apalagi hal seperti praktikum diskusi langsung dsb Usahain cari alternatif lain buat belajar dan tambah skill baru Perlu jd adaptif ga trbatas sm jurusan
Tue Mar 02 12:53:27 +0000 2021,Supaya belajar onlinenya seru tambah add-on IndiHome Study yuk! Sobat bisa bebas akses buku digital soal try out &amp; nonton video pembahasan soal pelajaran kapan aja di mana aja. Info lengkap cek https://t.co/3SLOxGVDrO #InternetnyaIndonesia #MajuTerusBersamaIndiHome https://t.co/rm9StWTuzm,https://x.com/undefined/status/1366733391559749633,Supaya belajar onlinenya seru tambah addon IndiHome Study yuk Sobat bisa bebas akses buku digital soal try out amp nonton video pembahasan soal pelajaran kapan aja di mana aja Info lengkap cek  InternetnyaIndonesia MajuTerusBersamaIndiHome 
Tue Aug 24 00:55:43 +0000 2021,Orang tua yang mau mantau anaknya belajar saat menjalani PJJ bisa berpatokan pada kata kerja Bloom seperti contoh di bawah ini. Coba saja pertanyakan apakah yang dilakukan anak sesuai dengan tujuan belajar yang ingin dicapai? https://t.co/OFRCiKGrJs,https://x.com/undefined/status/1429970644393893893,Orang tua yang mau mantau anaknya belajar saat menjalani PJJ bisa berpatokan pada kata kerja Bloom seperti contoh di bawah ini Coba saja pertanyakan apakah yang dilakukan anak sesuai dengan tujuan belajar yang ingin dicapai 
Thu Apr 15 08:52:38 +0000 2021,Sepertinya banyak yang bingung kegiatan after utbk ya ok gue coba kasih ide 1) Online Free Course Kalo lagi bebas gini coba deh ikutan kursus online yang ada di internet! Kan lumayan tuh sambil ngisi waktu + bisa kembangin skills https://t.co/thaQHv6sU7,https://x.com/undefined/status/1382617853854056449,Sepertinya banyak yang bingung kegiatan after utbk ya ok gue coba kasih ide  Online Free Course Kalo lagi bebas gini coba deh ikutan kursus online yang ada di internet Kan lumayan tuh sambil ngisi waktu  bisa kembangin skills 
Mon Nov 06 12:25:19 +0000 2023,Kelas Gratis Persiapan UTBK-SNBT 2024 BERHADIAH PAKET BELAJAR &amp; TO PPU: Ide Pokok dan Kesimpulan (Materi Prioritas) Kamis 9 November 2023 ⌚19.15−20.15 WIB Eksklusif di ZOOM https://t.co/KPlJXpoFKF bisa juga nonton di youtube https://t.co/NZhnUZfEtP https://t.co/oWvVstmsOu,https://x.com/undefined/status/1721504029560520821,Kelas Gratis Persiapan UTBKSNBT  BERHADIAH PAKET BELAJAR amp TO PPU Ide Pokok dan Kesimpulan Materi Prioritas Kamis  November   WIB Eksklusif di ZOOM  bisa juga nonton di youtube  
Thu Dec 09 16:13:45 +0000 2021,Ada salah satu edtech (kursus) online &amp; offline di Jakarta yang manajemennya gaberes puluhan korbannya menunggu ketidakjelasan kapan lulus student nya ngamuk².,https://x.com/undefined/status/1468977175323762694,Ada salah satu edtech kursus online amp offline di Jakarta yang manajemennya gaberes puluhan korbannya menunggu ketidakjelasan kapan lulus student nya ngamuk
Sat Jul 31 15:37:20 +0000 2021,@JAPANFESS halo aku sendernya sebelumnya maaf nyantumin info nda lengkap gini ya cara daftarnya: buat akun dulu di kursusdaring (kalau belum punya akunnya) https://t.co/V6WdsJ6IKV kalau udah buat akun daftar buat kelasnya di sini https://t.co/uUnM51v56K,https://x.com/undefined/status/1421495198257848322, halo aku sendernya sebelumnya maaf nyantumin info nda lengkap gini ya cara daftarnya buat akun dulu di kursusdaring kalau belum punya akunnya  kalau udah buat akun daftar buat kelasnya di sini 
Sat May 01 22:01:47 +0000 2021,Jangan mau di-adu-domba-lah ya. Mau ngaji online sama ustad dari kelompok A mau ngaji onsite sama kelompok B kan sama-sama ngaji. Boleh. Udah 4.0 ini. Hal-hal yang sifatnya cabang udah khatam se-abad lalu. Kecuali sholat jamaah online. Itu bablas online-nya. Saya gak ikutan ,https://x.com/undefined/status/1388614656260857861,Jangan mau diadudombalah ya Mau ngaji online sama ustad dari kelompok A mau ngaji onsite sama kelompok B kan samasama ngaji Boleh Udah  ini Halhal yang sifatnya cabang udah khatam seabad lalu Kecuali sholat jamaah online Itu bablas onlinenya Saya gak ikutan 
Sat Feb 06 06:08:44 +0000 2021,I jumpa satu tempat utk belajar mengaji online scr personal. So untuk org yang ada kekangan masa malu belajar in group x blh hire ustaz/ustazah ke rumah or budget limitation this is for you. Apa yang bagus? You bayar ikut mampu. Belajar ikut masa u. https://t.co/zqhhZZNUZ4 https://t.co/elGpslzqaN,https://x.com/undefined/status/1357934228835495943,I jumpa satu tempat utk belajar mengaji online scr personal So untuk org yang ada kekangan masa malu belajar in group x blh hire ustazustazah ke rumah or budget limitation this is for you Apa yang bagus You bayar ikut mampu Belajar ikut masa u  
Thu Apr 28 09:20:39 +0000 2022,Enggak perlu khawatir kelas daring tetap ada. Saya pernah buat jadwalnya. Ini saya bagikan lagi. 1. Kelas PBM H-10 UTBK: 7 Mei 2022 2. Kelas PBM H-3 UTBK: 14 Mei 2022 3. Ayo Kita Duduk Bareng Sebelum Ujian: 16 Mei 2022 4. Kelas PBM H-3 UTBK Gelombang II: 25 Mei 2022,https://x.com/undefined/status/1519607516182634496,Enggak perlu khawatir kelas daring tetap ada Saya pernah buat jadwalnya Ini saya bagikan lagi  Kelas PBM H UTBK  Mei   Kelas PBM H UTBK  Mei   Ayo Kita Duduk Bareng Sebelum Ujian  Mei   Kelas PBM H UTBK Gelombang II  Mei 
Fri Jul 09 02:53:25 +0000 2021,Ini aku setuju. Dah nak msk 4 sem aku &amp; wife kena blajar online. Kitorg ok je xde isu blajar online. cuma yuran tu tak de kurang sikit pun. Pdahal dlm yuran yg dibayar tu termasuk sekali kertas exam/modul. Exam pun online modul pun suruh download. So yuran yg dibayar tu utk apa?,https://x.com/undefined/status/1413330420951777280,Ini aku setuju Dah nak msk  sem aku amp wife kena blajar online Kitorg ok je xde isu blajar online cuma yuran tu tak de kurang sikit pun Pdahal dlm yuran yg dibayar tu termasuk sekali kertas exammodul Exam pun online modul pun suruh download So yuran yg dibayar tu utk apa
Sat Dec 03 01:19:55 +0000 2022,@collegemenfess jadi pj tuh beneran simulasi jadi orgil gue kan smt 4 kemaren krs masih paketan kepilih jd ketua kelas=komting di semua matkul gila gk lo anying hybrid anak kelas rewel gada yg mau jd pj kalo bkan pngrus kelas bnran sampe ditahap yang mual banget tiap buka whatsapp stress https://t.co/AyvDO9K185,https://x.com/undefined/status/1598849476361621506, jadi pj tuh beneran simulasi jadi orgil gue kan smt  kemaren krs masih paketan kepilih jd ketua kelaskomting di semua matkul gila gk lo anying hybrid anak kelas rewel gada yg mau jd pj kalo bkan pngrus kelas bnran sampe ditahap yang mual banget tiap buka whatsapp stress 
Sat Jul 03 09:32:18 +0000 2021, Kupas Jurusan Seluk-beluk fokus studi prospek dan tips survive dari berbagai jurusan di perguruan tinggi -a thread originally made by le tutor - #KupasJurusan #Letutor https://t.co/4wGQf2yGNu,https://x.com/undefined/status/1411256477558341632, Kupas Jurusan Selukbeluk fokus studi prospek dan tips survive dari berbagai jurusan di perguruan tinggi a thread originally made by le tutor  KupasJurusan Letutor 
Tue Aug 30 10:53:59 +0000 2022,TRYOUT UTBK 2023 #2 GRATIS DIBUKA! Pendaftaran TO #2 GRATIS 30 Agustus 9 September 2022 Pengerjaan TO #2 dibuka 9 12 September 2022 Daftar GRATIS melalui aplikasi Pahamify atau web https://t.co/E81K6hJBQV Simak thread ini untuk ikutan #TenangAjaAdaPahamify https://t.co/7zKvPSllEi,https://x.com/undefined/status/1564567099057774592,TRYOUT UTBK   GRATIS DIBUKA Pendaftaran TO  GRATIS  Agustus  September  Pengerjaan TO  dibuka   September  Daftar GRATIS melalui aplikasi Pahamify atau web  Simak thread ini untuk ikutan TenangAjaAdaPahamify 
Sat Oct 16 09:27:50 +0000 2021,@sbmptnfess Gampangnya gini belajar tka dari ruangguru. Terus belajar tps di zenius. Latihan soal di wangsit. Ikut tryout di masukkampus. Gak terlalu perlu sih buat les di bimbel offline yg terkenal sebenarnya. Yang penting lu punya pemahaman konsep yang bener-bener kuat dan jangan lupa doa,https://x.com/undefined/status/1449306077758066691, Gampangnya gini belajar tka dari ruangguru Terus belajar tps di zenius Latihan soal di wangsit Ikut tryout di masukkampus Gak terlalu perlu sih buat les di bimbel offline yg terkenal sebenarnya Yang penting lu punya pemahaman konsep yang benerbener kuat dan jangan lupa doa
Wed Aug 25 15:15:21 +0000 2021,@Eno_Bening ospek online tuh maksa banget konsepnya jadi anak muda tuh inovasi kek bikin ospek dikemas webinar yg manfaat buat maba kek bahas time and task management cara biar gk burnout jadi mahasiswa atau yg paling penting ETIKA KULIAH ONLINE. period,https://x.com/undefined/status/1430549363277799431,Bening ospek online tuh maksa banget konsepnya jadi anak muda tuh inovasi kek bikin ospek dikemas webinar yg manfaat buat maba kek bahas time and task management cara biar gk burnout jadi mahasiswa atau yg paling penting ETIKA KULIAH ONLINE period
Sat Jan 02 04:59:05 +0000 2021,Kabar terbaru: Pemprov DKI Jakarta mengumumkan pembelajaran tatap muka belum dapat dilaksanakan. Oleh karena itu Jakarta akan tetap meneruskan pembelajaran jarak jauh (PJJ) untuk seluruh sekolah pada semester genap tahun ajaran 2020/2021.,https://x.com/undefined/status/1345233127845707776,Kabar terbaru Pemprov DKI Jakarta mengumumkan pembelajaran tatap muka belum dapat dilaksanakan Oleh karena itu Jakarta akan tetap meneruskan pembelajaran jarak jauh PJJ untuk seluruh sekolah pada semester genap tahun ajaran 
Fri Jul 15 07:19:06 +0000 2022,Belajar makin mudah dan menyenangkan bersama Pijar Belajar! Beragam konten pembelajaran yang bisa Kamu akses di mana saja dan kapan saja. Lengkap dengan berbagai fitur andalan loh! Makin penasaran kan? Simak di sini yuk! #AktivitasTanpaBatas #InternetnyaIndonesia https://t.co/saQpdvyxN5,https://x.com/undefined/status/1547843182540427264,Belajar makin mudah dan menyenangkan bersama Pijar Belajar Beragam konten pembelajaran yang bisa Kamu akses di mana saja dan kapan saja Lengkap dengan berbagai fitur andalan loh Makin penasaran kan Simak di sini yuk AktivitasTanpaBatas InternetnyaIndonesia 
Tue Apr 06 13:03:48 +0000 2021,`| tips belajar PJOK basket : kuroko basketball volly : haikyuu sepak bola : tsubasa renang : free ice skating : Yuri on ice dan dalam 1 season kalian tidak perlu belajar pjok dan hanya harus memperhatikan beberapa anime ini dengan seksama Thank you,https://x.com/undefined/status/1379419570285342722, tips belajar PJOK basket  kuroko basketball volly  haikyuu sepak bola  tsubasa renang  free ice skating  Yuri on ice dan dalam  season kalian tidak perlu belajar pjok dan hanya harus memperhatikan beberapa anime ini dengan seksama Thank you
Tue Jun 28 06:02:36 +0000 2022,Ujian SIMAK UI S1 &amp; Vokasi akan berlangsung secara daring dari rumah masing-masing melalui https://t.co/aO1dDLMrmD. Persiapkan segalanya pastikan tidak ada kendala baik pada koneksi maupun perangkat yang digunakan. Agar lebih memahami SIMAK juga beberapa poin penting berikut. https://t.co/BPWJGfu0zZ,https://x.com/undefined/status/1541663335493550080,Ujian SIMAK UI S amp Vokasi akan berlangsung secara daring dari rumah masingmasing melalui  Persiapkan segalanya pastikan tidak ada kendala baik pada koneksi maupun perangkat yang digunakan Agar lebih memahami SIMAK juga beberapa poin penting berikut 
Sun Sep 19 13:18:05 +0000 2021,Ramai dah flex gambar pergi camping pergi Langkawi pergi mandi sungai. Bertabahlah kita yang masih tak boleh keluar pergi mana-mana. Moh lah kita flex join kelas sambil improve skill. Nah senarai kelas online yang korang boleh join bulan September ini dan Oktober nanti. https://t.co/QQDRgpQbWJ,https://x.com/undefined/status/1439579549835034629,Ramai dah flex gambar pergi camping pergi Langkawi pergi mandi sungai Bertabahlah kita yang masih tak boleh keluar pergi manamana Moh lah kita flex join kelas sambil improve skill Nah senarai kelas online yang korang boleh join bulan September ini dan Oktober nanti 
Fri Jun 11 12:29:03 +0000 2021,Waktu lockdown ni nak cari ilmu tapi tak tahu kat mana nak belajar ? . . Kepada yang terlibat dalam kreatif industri sini aku nak share satu website yang power untuk korang belajar online. Platform tu adalah : DOMESTIKA ,https://x.com/undefined/status/1403328424907665417,Waktu lockdown ni nak cari ilmu tapi tak tahu kat mana nak belajar    Kepada yang terlibat dalam kreatif industri sini aku nak share satu website yang power untuk korang belajar online Platform tu adalah  DOMESTIKA 
Fri Sep 17 10:02:17 +0000 2021,Jadi gue nemu nih rekomendasi online course dengan benefit dijamin dapat kerja atau uang belajar kalian dikembalikan full 100%. Asik bet~ Diajarinnya juga langsung sama ahli dari top tech startup mayan buat modal kalian nih Nama online course nya tuh https://t.co/wzhdSY0Qa1,https://x.com/undefined/status/1438805499042955265,Jadi gue nemu nih rekomendasi online course dengan benefit dijamin dapat kerja atau uang belajar kalian dikembalikan full  Asik bet Diajarinnya juga langsung sama ahli dari top tech startup mayan buat modal kalian nih Nama online course nya tuh 
Mon Apr 11 10:01:37 +0000 2022, Pendaftaran: 11-16 April 2022 Pengerjaan: 15-18 April 2022 Daftar sekarang via apps Pahamify atau web https://t.co/E81K6hrsCN #TaklukkanUTBK https://t.co/2FlG27HQ1K,https://x.com/undefined/status/1513457232544862215, Pendaftaran  April  Pengerjaan  April  Daftar sekarang via apps Pahamify atau web  TaklukkanUTBK 
Tue Mar 09 02:08:25 +0000 2021,@schfess Aku guru matematika ngasih link YouTube tapi buat sendiri. https://t.co/AXenwxcpVa Abis itu diskusi di grup WA. Webinar di akhir bab atau menjelang ulangan/PTS untuk memantapkan pemahaman siswa. Guru udah memikirkan berbagai cara biar bisa ngajar di era pandemi.,https://x.com/undefined/status/1369107776635478020, Aku guru matematika ngasih link YouTube tapi buat sendiri  Abis itu diskusi di grup WA Webinar di akhir bab atau menjelang ulanganPTS untuk memantapkan pemahaman siswa Guru udah memikirkan berbagai cara biar bisa ngajar di era pandemi
Mon Apr 04 09:00:45 +0000 2022, Pendaftaran: 4-9 April 2022 Pengerjaan: 8-11 April 2022 Daftar sekarang lewat aplikasi Pahamify atau web https://t.co/E81K6hrsCN #TaklukkanUTBK https://t.co/vTRtTuNUiv,https://x.com/undefined/status/1510905200772464640, Pendaftaran  April  Pengerjaan  April  Daftar sekarang lewat aplikasi Pahamify atau web  TaklukkanUTBK 
Sun Dec 10 06:33:05 +0000 2023,@tang__kira klo kampus korea buka program PJJ berbahasa pengantar inggris korea atau bahkan indonesia dg biaya kuliah terjangkau kantong orang indonesia (2-3jt/semester) pasti laris manis org sini bakal byk yg daftar.. ,https://x.com/undefined/status/1733736575274832310,kira klo kampus korea buka program PJJ berbahasa pengantar inggris korea atau bahkan indonesia dg biaya kuliah terjangkau kantong orang indonesia jtsemester pasti laris manis org sini bakal byk yg daftar 
Tue May 03 08:59:41 +0000 2022, Pendaftaran: 03 - 08 Mei 2022 Pengerjaan: 06 - 09 Mei 2022 Daftar sekarang via apps Pahamify atau web https://t.co/E81K6hJBQV #TaklukkanUTBK https://t.co/TSeHcved6T,https://x.com/undefined/status/1521414177541492736, Pendaftaran    Mei  Pengerjaan    Mei  Daftar sekarang via apps Pahamify atau web  TaklukkanUTBK 
Fri Mar 12 23:02:20 +0000 2021,Peta jalan pendidikan tidak boleh mengabaikan hal-hal bersifat fundamental. https://t.co/HA3ku37tbe,https://x.com/undefined/status/1370510497745801217,Peta jalan pendidikan tidak boleh mengabaikan halhal bersifat fundamental 
Wed Apr 14 07:30:38 +0000 2021,นักเรียนทั่วประเทศที่สนใจเรียนคอร์สออนไลน์กับ #angkriz สมัครเรียนทาง https://t.co/NNdPULxJOM สอบถามเพิ่มเติมทาง Line: @angkrizacademy ทุกคอร์สของเราออกแบบมาให้เรียนด้วยความสนุก ความเข้าใจ เน้นการใช้งานจริง ทำคะแนนได้ดี และไม่ทิ้งการสื่อสาร https://t.co/jLAPJQxQjd,https://x.com/undefined/status/1382234827047333890, angkriz    Line       
Mon May 09 10:01:20 +0000 2022,️ Pendaftaran: 09 - 14 Mei 2022 ️ ‍ Pengerjaan: 13 - 16 Mei 2022 ‍ Daftar sekarang via apps Pahamify atau web https://t.co/E81K6hrsCN #TaklukkanUTBK https://t.co/60xHZKfZMk,https://x.com/undefined/status/1523604019221958658, Pendaftaran    Mei    Pengerjaan    Mei   Daftar sekarang via apps Pahamify atau web  TaklukkanUTBK 
